,Date,Tweets
2596,2022-01-19 17:27:52+00:00,"Punk 1830 bought for 60.49 ETH ($189,812.17 USD) by 0xd481ee from 0xcc2a85. https://t.co/vfm2Q3haT6 #cryptopunks #ethereum https://t.co/9Z0oOq2tr6"
2597,2022-01-19 16:49:10+00:00,Gm V1 cryptopunk. The collection before the collection @v1punks #cryptopunks https://t.co/mNZH5qYJxA
2598,2022-01-19 16:47:00+00:00,"Eve Punk lives in the #Blockchain garden of Eden.

#NFT #nftart #nftcollectors #Cryptoart #NFTcollections #NFTCommunity #NFTs #cryptopunks

https://t.co/dDpgflLeld"
2599,2022-01-19 15:52:37+00:00,"Apes really showing us #ApesTogetherStrong! 

🏆 #BoredApes 958 // 333 #CryptoPunks 🤯🤯🤯 https://t.co/A6OkFEpxNm"
2600,2022-01-19 15:35:34+00:00,"the true #cryptopunks were #punk before there was #crypto .
therefore @theAngieTaylor is the supreme queen . go to the source . #collect it . https://t.co/jKlMIwvwcj"
2601,2022-01-19 15:30:06+00:00,"Punk 6307 is dead.🔊

Maybe not really… but you can visualize it, right @jackbutcher? 💀👁

Who’s next?

#ObitsNFT #cryptopunks #pixelart #punkverse https://t.co/vEdZIogGua"
2602,2022-01-19 15:28:46+00:00,"Punk 7044 bought for 60 ETH ($188,377.21 USD) by 0xfe2f27 from 0xcc7c33. https://t.co/Mc6EeRVjg6 #cryptopunks #ethereum https://t.co/ixucRjNnla"
2603,2022-01-19 15:22:30+00:00,"Friends at Last Sup. 
Punks, Pacas, Mehs and Apes Gather. 
All are welcome. 🙏🏽

@ALPACADABRAZ
 #AlpacaNFrens , #Paca3Dwhitelist
@JJ_Lin
@StephenCurry30
@ApefanNFT
 #Mehtaverse #BoredApeYachtClub #cryptopunks https://t.co/xjR42PtHme"
2604,2022-01-19 14:37:35+00:00,"he’s coming straight to you with a deliveroo... it’s @Swarmz__ 🚲🥡

the rapper is now available to purchase on OpenSea 

🍕💿🎶 

#nft #nftart #nfts #cryptopunks #nftcommunity https://t.co/urvyMCgRUg"
2605,2022-01-19 14:26:17+00:00,"Crypto Punks Y'all need this @simonsquibb @LoganPaul @garyvee @novogratz 
Look what I found! Be a Punk collectible https://t.co/0TxwgErdyM #rarible #ethereum #nonfungible #cryptopunks  #nft via @rarible"
2606,2022-01-19 14:01:11+00:00,It’s official @3dFrankenPunks  #NFT #cryptopunks #nftcollector #NFTdrop https://t.co/xIw3PkTjm1
2607,2022-01-19 13:53:24+00:00,"Punk 1546 bought for 63.9 ETH ($199,477.91 USD) by 0x805076 from 0x579141. https://t.co/LL705hbfff #cryptopunks #ethereum https://t.co/SOgjBPELZG"
2608,2022-01-19 13:47:00+00:00,"Adam Punk a digital painting inspired in the #cryptopunks aesthetic.

Every era has portrayed Adam &amp; Eve and so the #Blockchain era.

Adam is related to Earthly and Body affairs.

#NFT #NFTs #Cryptoart #digitalart #nftcollectors #NFTcollectibles

https://t.co/CDAO9sxefy"
2609,2022-01-19 13:25:27+00:00,"🚨 SOLD OUT🚨

All 3 pieces of the new minimalist greyscale binary  Glyph Punk set have sold!🔥🎉

Thank you very much everyone for the support and the hype!🙏🤘

You are awesome!♥️🤘🔥

https://t.co/3EdqieR4hm

#nft #cryptopunks #glyphpunks https://t.co/UPjUjuA3gt"
2610,2022-01-19 13:15:18+00:00,"Exchange your Cardano Punk on :
https://t.co/ytXR8zLfVp

#CNFT #CNFTs #CNFTCommunity #NFT #Cardanopunk #nftcollectors #cryptopunks https://t.co/UCdGbAOHeG"
2611,2022-01-19 13:06:01+00:00,"GOOD MORNING NFT WORLD 🌐☕️☀️

Have a good Wednesday, everyone! 🔥

#MekaPunks #CryptoPunks #MekaVerse #MEKAGANG #TheSandbox #Metaverse #NFT #NFTs #NFTcommunity #NFTcollector #pixelart #voxEdit https://t.co/ot5qvxpZkC"
2612,2022-01-19 12:29:57+00:00,"🔥⏰1 day left⏰🔥
ENS domain: ceo1.eth
Price: 22Ξ✅
👇👀💎
https://t.co/QouFSVkbcs
#ceo #cryptopunks $gas $sos
#ensdomains #ens $ens #nfts
#BoredApeYachtClub #LooksRare
#CryptoSkulls #opensea $looks https://t.co/y4p2uJUROw"
2613,2022-01-19 11:14:13+00:00,"Punk 1915 bought for 60 ETH ($183,643.20 USD) by 0xb33e26 from 0x91338c. https://t.co/IPjOHQhnoJ #cryptopunks #ethereum https://t.co/jSl770v9L0"
2614,2022-01-19 11:01:29+00:00,"I started @PortraitPunks back in April. I'm a #cryptopunks fan so I made a derivative.

I just made a #discord which I'll be posting in the coming days. PortraitPunks holders get a nice tittle!

Who is ready to join the fam?

@PortraitPunks

#NFTCommunity #NFTs #NFT #opensea https://t.co/oocRf95JyW"
2615,2022-01-19 10:53:14+00:00,"🚨 SOLD !🚨

The 3rd piece from the latest minimalist greyscale Glyph Punk set sold to @skomra !🎉🔥

Thank you so much mate for your amazing continued support!!🙏🤘

https://t.co/uj6HcqRbfA

#nft #cryptopunks #glyphpunks https://t.co/Ya34haKQPB"
2616,2022-01-19 10:46:00+00:00,"Eve Punk lives in the #Blockchain Garden of Eden with Adam.

#NFT #nftart #NFTartist #NFTCommunity #NFTcollection #digitalart #NFTs #Cryptoart #cryptopunks

https://t.co/dDpgflLeld"
2617,2022-01-19 10:01:29+00:00,"✨ Fee-free trading at https://t.co/dGwCBzmbyn:

@BoredApeYC 
#MutantApeYachtClub 
@DApeWives 
@TheSandboxGame 
@cryptovoxels 
@ensdomains 
@decentraland 
@EzekClub 
#cryptopunks 

+ get free $DGCL rewards. Trade now 💵"
2618,2022-01-19 09:53:01+00:00,"Marshall KDAthers has some words of advice for ya’ll 

“If you had one shot, to mine all the Punks you’ve ever wanted, would you capture it or just let it slip”

$KDA #kadena #cryptopunks 

KDAnye and KDAthers would love for you to join our based discord:
https://t.co/Sm1igHN1Cw https://t.co/rgx5yDfUbg"
2619,2022-01-19 08:46:33+00:00,"Another 6 #TPunks just changed hands at an average price of 2k #TRX 

Slowly but Surely…

#Tpunks #Tpunkfam #TronPunks #Tron #CryptoPunks #NFT @Tpunks_official https://t.co/RWljw28Hqj"
2620,2022-01-19 08:44:40+00:00,"#GM to everyone who says GM regardless of what time it is wherever you are! 🌇 🌃

#crypto ftw 🌎 

#phunks #punks #cryptopunks #CryptoPhunks #NFTs #NFTCommmunity"
2621,2022-01-19 08:21:52+00:00,"Whoever owns Cryptopunk #39 or #6019 @larvalabs #cryptopunks hook me up if you would like to get your matching @3dFrankenPunks &lt;3

@garyvee do you might now who owns one of the two mentioned above? https://t.co/8wmHHF4bdB"
2622,2022-01-19 07:59:26+00:00,"#CryptoPunks, 783.742 $ETH hacmi ile en popüler #NFT koleksiyonudur. https://t.co/lVeXB8iLBE"
2623,2022-01-19 07:37:00+00:00,"Lalo
 
OG #MariachiPunk
 
Plays the trumpet in the band. Has been unable to sleep due to the recent global crisis.
 
#MariachiPunks #NFT #NFTs #nftart #Cryptoart #digitalart #NFTcollection #NFTCommunity #NFTcollections #cryptopunks
 
https://t.co/vA0qHOKgSD https://t.co/QhIEA8SEhH"
2624,2022-01-19 06:40:15+00:00,You buys buying a @metacard_io tons of real world utilities with this nft coming out!#ALLCAPS #NFT #NFTs #NFTCommunity #CryptoPunk #cryptopunks #cryptoart #nfts
2625,2022-01-19 06:26:08+00:00,Look what I found! Frat God Bean  collectible https://t.co/4VcXpb2fFO #rarible #ethereum #flow #nonfungible #digitalasset #nft via @rarible #cryptopunks #NFTCommmunity #NFTs #BoredApeYachtClub #blockchain #crypto
2626,2022-01-19 06:24:47+00:00,"Pixels in @ye_olde_hood What do you think @larvalabs?

#NFT #nftcollector #nftcommunity #newproject #cryptopunks #pixelart #pixels https://t.co/Nwr4dKwqjP"
2627,2022-01-19 06:05:13+00:00,Just got my first @3dFrankenPunks how you guys RATE it ?? #frankenpunks #cryptopunks https://t.co/gSyDpCkA6G
2628,2022-01-19 05:54:13+00:00,"Did you hear???!!

If you hold: 
#BAYC 🤝
#CryptoPunks 🤝
#XPUNKS 🤝
@crypto_coven 🤝
@chain_runners 🤝

YOU ARE NOW A PART OF THE @_CryptoApes FAMILY. 

COME SEE WHAT WE’RE ALL ABOUT:

https://t.co/TQcgYRjRAx

#NFT3 &amp; INCLUSIVITY. https://t.co/fDhvjztzmx"
2629,2022-01-19 05:26:00+00:00,"Eve Punk lives in the #Blockchain Garden of Eden with Adam.

#NFT #nftart #NFTartist #NFTCommunity #NFTcollection #digitalart #NFTs #Cryptoart #cryptopunks

https://t.co/dDpgfltDtF"
2630,2022-01-19 05:19:00+00:00,"Elvira 
 
10th and last #MariachiPunk 
 
She plays lead guitar. She has a dog he goes to her shows his name is ""El Sabio"". 
 
#NFT #NFTs #nftart #NFTCommunity #MariachiPunks #nftcollectors #NFTcollection #NFTcollectibles #cryptopunks
 
https://t.co/HSNlVmy3kR"
2631,2022-01-19 05:18:10+00:00,We started minting some #nft https://t.co/2V1t1K0ygC via @opensea #NFTCommmunity #cryptopunks #NFTs #nftart #NFTCollection #NFTcollectibles #NFTartwork
2632,2022-01-19 04:43:55+00:00,"Punk 6138 bought for 94.95 ETH ($294,739.98 USD) by 0x30e623 from 0x6639c0. https://t.co/DZv1m6W0IS #cryptopunks #ethereum https://t.co/9vNWKs8a0H"
2633,2022-01-19 04:32:04+00:00,"Tpunk #6616 has been bought for 2.01K TRX ($135.83)

https://t.co/GYSxxZ0NNf
#tpunks #cryptopunks #tronpunks #TRON #NFT https://t.co/gi2XSxv5GQ"
2634,2022-01-19 04:26:52+00:00,"Punk 2721 bought for 73 ETH ($226,603.67 USD) by 0x237a86 from 0x97db27. https://t.co/7efOmpacAy #cryptopunks #ethereum https://t.co/KETrLGjWRZ"
2635,2022-01-19 04:21:10+00:00,"Tpunk #2970 has been bought for 2K TRX ($135.5)

https://t.co/X8YyHM2cP3
#tpunks #cryptopunks #tronpunks #TRON #NFT https://t.co/Jmiocxx9LR"
2636,2022-01-19 04:12:49+00:00,"Tpunk #6533 has been bought for 2K TRX ($135.21)

https://t.co/HdFmPtMmNa
#tpunks #cryptopunks #tronpunks #TRON #NFT https://t.co/xDnjrpuUeB"
2637,2022-01-19 04:11:33+00:00,"Tpunk #5882 has been bought for 2K TRX ($135.11)

https://t.co/zVCvJPMLg2
#tpunks #cryptopunks #tronpunks #TRON #NFT https://t.co/W7bHSENCiw"
2638,2022-01-19 03:54:27+00:00,"Have no fear! Punks are here! 

$KDA #kadenapunks #kadena #cryptopunks 

KDAnye commands you to join the most based discord in the Kadenasphere: https://t.co/Sm1igHN1Cw

💖 https://t.co/Bqkb4Locgx"
2639,2022-01-19 03:43:46+00:00,"If you've ever considered purchasing #NFT history, now is probably the best opportunity you'll get (while others are buying apes and egirl memes).

#NFT #CryptoPunks https://t.co/9fXJ3JNfUY"
2640,2022-01-19 03:40:54+00:00,"Punk 9855 bought for 60.02 ETH ($189,442.33 USD) by 0x1919db from 0x22de60. https://t.co/wiqWO2MaKl #cryptopunks #ethereum https://t.co/Dxm66n9EuP"
2641,2022-01-19 03:35:00+00:00,Latest works.@breakingpanda @QiaoMuzi #nft #music #art #cryptopunks https://t.co/N0ksMOkVWu
2642,2022-01-19 03:27:30+00:00,"#NFT #NFTs #NFTartist #art #cryptocurrency #Cryptos #cryptocurrencies #cryptopunks #NFTCommumity #nftcollectors  

Check out my new NFT on OpenSea! https://t.co/GkbfYMVHBw via @opensea"
2643,2022-01-19 03:14:49+00:00,"Punk 2721 bought for 63 ETH ($198,848.16 USD) by 0x97db27 from 0x98ca30. https://t.co/7efOmpacAy #cryptopunks #ethereum https://t.co/pSatRu2rXH"
2644,2022-01-19 03:11:04+00:00,"Bored Ape Yacht Club NFTs catch up to CryptoPunks, flips floor price
https://t.co/o4LRLEqefx
#BoredApes #CryptoPunks #IntellectualProperty #NFTCommunity #NFTs #speculation"
2645,2022-01-19 02:12:06+00:00,"Don Diablo &amp; What the Hell’s an NFT Among Top Sales
https://t.co/1FrdprkYnp
#Art #auction #CryptoPunks #NFTCommunity #NFTs #trading"
2646,2022-01-19 02:00:02+00:00,"Meet the most popular 🎸#PopyPunks in Show World!

https://t.co/bSeu5y4Pym

#cryptopunks #popypunks #7777nft #arpunks #nfts #NFTCommunity #nftcollectors https://t.co/KrC4fAG8tc"
2647,2022-01-19 00:48:51+00:00,"Gn #NFTCommunity.

Golden Punks collection in our #opensea page.

#punks #GOLD #cryptopunks #CryptoPunk #digitalart #NFT
https://t.co/0liHoX9ML6"
2648,2022-01-19 00:43:45+00:00,"Punk 1139 bought for 60.99 ETH ($193,372.46 USD) by 0x58dc71 from 0x91338c. https://t.co/jR0RuxI7q6 #cryptopunks #ethereum https://t.co/6ABS1dg5TB"
2649,2022-01-19 00:25:34+00:00,"#NFTs and brands have similar paths in the marketplace except  #NFT projects curate their community first, organically grow, and are rewarded on the backend. The most successful projects tell the best stories and play the long game #BAYC #cryptopunks #ChubbyKaijuDAO"
2650,2022-01-19 00:19:38+00:00,"Special Edition SE#001 GIF at the link.
 IRL Punks on Polygon Inspired by the #cryptopunks , these characters have migrated to the real world! Each #NFT is 1 of 1. Created using #Artificial Intelligence / GAN.
https://t.co/qfVlWZJUoO https://t.co/zn1aOslHir"
2651,2022-01-19 00:11:46+00:00,"🎙 The Song-A-Day Man | Jonathan Mann (Layer Zero)
https://t.co/RoYVnZupcq
#CryptoPunks #DAOs #Launch #Music #NFTCommunity #NFTs #taxes"
2652,2022-01-18 22:41:55+00:00,"Who is #rekt, raise your hand 🙋

#Altpunks #CryptoPunks #RoadTo69M #NFT #NFTCommunity #PolygonNFT #ETH #yolo #lol 

https://t.co/OcCmbvkuIu https://t.co/WKZmz8vjRN"
2653,2022-01-18 22:33:01+00:00,"Last chance to join the DAO before the GAN AI art reveal. Why?

🧵We love #CryptoPunks (read thread below)
2️⃣ Already 2x Punks in the Treasury 

👉 Mint for 0.2E at https://t.co/emVcz82ymr. Sale closing soon! https://t.co/4JtcJFZo9N https://t.co/eR1DUBZNYm"
2654,2022-01-18 22:25:00+00:00,"Eve Punk digital painting based on #cryptopunks aesthetic.

Every era has shown their different versions of Adam &amp; Eve.

Eve is related to Mind and ethereal affairs.

#NFT #NFTs #nftart #Cryptoart #digitalart #NFTCommunity #NFTcollection #NFTcollections

https://t.co/dDpgfltDtF"
2655,2022-01-18 22:19:37+00:00,"Gm/Gn #nftcollectors 👋

Sparkle Punk #0429/2500✨
just dropped on the #Ethereum #blockchain 🔥

Collect this 1/1 #NFT now
👉 https://t.co/pmpMgLiRFA

#nftcollectibles #nftart #cryptoartist #nft #nfts #nftartist #nftcommunity #cryptoart #eth #openseaNFT #bitcoin  #cryptopunks https://t.co/q3sGr36xCu"
2656,2022-01-18 22:18:00+00:00,"Nepomuceno Domínguez
 
8th #MariachiPunk 
 
He's been growing his mustache since puberty. Plays the trumpet with Lalo. He doesn't like to wear pants.
 
#NFT #NFTs #nftart #Cryptoart #NFTCommunity #nftcollectors #NFTcollection #nftcollector #cryptopunks
 
https://t.co/pGjaUcwpF2"
2657,2022-01-18 22:13:42+00:00,"Prices will be determined tomorrow!
Don't be late! #PunkRainbow
https://t.co/21odIdtusF
#NFTCommunity #NFTs #NFT #nftnews #cryptopunks https://t.co/5K5Ef2XFFH"
2658,2022-01-18 22:04:00+00:00,"Punk 2253 bought for 105 ETH ($327,953.86 USD) by 0xf4e423 from 0x2fb1a2. https://t.co/8d4oBGjmE9 #cryptopunks #ethereum https://t.co/OUtAPKlN2N"
2659,2022-01-18 21:55:00+00:00,"Punk 8335 bought for 65.99 ETH ($206,111.19 USD) by 0x53887f from 0xcc2a85. https://t.co/Hsa7zg6MyR #cryptopunks #ethereum https://t.co/E2VUgD1yHv"
2660,2022-01-18 21:35:47+00:00,"🔥 HOT new Glyph Punks drop !🔥

2 GONE  -  1 LEFT 🤘

The LAST piece of the new minimalist Glyph Punk set in all its Greyscale Binary Glory is Glyph Punk #332

Snatch here!
https://t.co/uj6HcqRbfA

#nft #cryptopunks #glyphpunks https://t.co/v3HICIYoK8"
2661,2022-01-18 21:27:58+00:00,"Punk 3722 bought for 73 ETH ($228,006.02 USD) by 0x02e6d9 from 0x29664e. https://t.co/JvWIQutWgY #cryptopunks #ethereum https://t.co/oZ5O4iuEl6"
2662,2022-01-18 21:11:31+00:00,"🚨 SOLD !🚨

Glyph Punk #333 - Binary Overflow was snatched by the beautiful human that is @cryptogonzos !!🤘

Thank you so much bro for your phenomenal support!!🙏❤️🤘

https://t.co/rHR03K2vry

#nft #cryptopunks #glyphpunks https://t.co/sswIpBb3q1"
2663,2022-01-18 20:02:55+00:00,"This is a little something that I’m working on👀

What color do you think Arjun will be?🎨

This NFT will be a 1/1 Edition ✨

 #NFTCommmunity #nftart #BadDays #CleanNFT #CryptoSkulls #cryptopunks https://t.co/dBKydnxML9"
2664,2022-01-18 20:01:56+00:00,"Punk 8756 bought for 73.5 ETH ($228,610.00 USD) by 0x629d66 from 0xb79cd7. https://t.co/aM83yxzyxx #cryptopunks #ethereum https://t.co/FuAjsmPrLG"
2665,2022-01-18 19:41:28+00:00,"Reese Witherspoon and Jordan Belfort’s NFT Investments Revealed
https://t.co/g2EcXO9Xmt
#CryptoPunks #NFTCommunity #NFTs"
2666,2022-01-18 19:41:27+00:00,"Top Selling NFTs a Millionaires Game Now – Top 10 NFT Sales
https://t.co/2mVFeXeQZP
#Art #CryptoPunks #NFTCommunity #NFTs"
2667,2022-01-18 19:18:00+00:00,"Delfino Barragán

7th #MariachiPunk
 
First guitar and lead voice. Usually plays a bit tipsy. Just learned to ride a bicycle.
 
#NFT #NFTs #nftcollectors #nftart #nftcollector #NFTcollection #digitalart #cryptopunks #MariachiPunks #pixelart #NFTCommunity
 
https://t.co/x94uFFp443"
2668,2022-01-18 19:07:51+00:00,"🚨 HOT new Glyph Punks drop !🚨

Glyph Punk #333 - Binary Overflow!!

Part of the new minimalist greyscale Glyph Punks set

Snatch here:
https://t.co/rHR03K2vry

#nft #cryptopunks #glyphpunks https://t.co/m9AK9XYOqF"
2669,2022-01-18 18:11:41+00:00,"Punks Noir a 10k PFP project inspired by the Cryptopunks Community. Over 100+ new traits built from the ground up, gives rise to a new set of rarity to hunt for. Uniquely different while paying homage to the #cryptopunks. 

Not your average Derivative #punksnoir https://t.co/cq1buyK2HU"
2670,2022-01-18 17:56:23+00:00,"New bid on Tpunk #3742 for 950 TRX ($64.36)

https://t.co/JfSMVZkElJ
#tpunks #cryptopunks #tronpunks #TRON #NFT https://t.co/O6gRLew9JL"
2671,2022-01-18 17:31:43+00:00,"🔥 HOT New Glyph Punk drops!!🔥

New minimalist Glyph Punk set now available in Glorious Binary Greyscale glyphs !!

Glyph Punk #332 - Binary Clown Hair
https://t.co/uj6HcqRbfA

Glyph Punk #333 - Binary Overflow
https://t.co/rHR03K2vry

#nft #cryptopunks #glyphpunks https://t.co/EONFJsqWwy"
2672,2022-01-18 17:23:50+00:00,"Shoutout to @fintechjunkie for making this one. 

👀👀 I like this. THIS IS ME TO ALL OF YOU RN. @_CryptoApes is #NFT3. 

#CryptoPunks Innovation (#NFT1)
x
#BAYC Social Currency (#NFT2)
=
#CRAPES Value in Inclusivity (#NFT3)

I’ve been telling y’all. https://t.co/ebchz5Ot2C"
2673,2022-01-18 17:11:45+00:00,"Punk 6356 bought for 95.99 ETH ($299,018.46 USD) by 0xad3dbf from 0x6611fe. https://t.co/7Uu1g5AshO #cryptopunks #ethereum https://t.co/yKxYmKyrLu"
2674,2022-01-18 17:05:39+00:00,1/ PFP #NFT projects have been flooding @opensea and #cryptotwitter due to the rise in popularity of #cryptopunks and #BAYC for a long time now. PFPs date back to the beginning of the internet where people uploaded pictures of themselves to represent their personas on the web.
2675,2022-01-18 16:48:00+00:00,"Anyone buying new #cryptopunks ?
You can share your punk on here 😉
#NFT #cryptocurrency #punk #opensea"
2676,2022-01-18 16:42:05+00:00,"🔥 Hot New Glyph Punks Drops !!🔥

New 3-piece Binary minimalist Glyph Punk set now available in Glorious Greyscale!!

1/3 already gone!

2/3 Glyph Punk #332  - Binary Clown Hair
https://t.co/uj6HcqRbfA

#nft #cryptopunks #glyphpunks https://t.co/C5dOqQhrze"
2677,2022-01-18 16:41:29+00:00,"Colonize Mars NFT Card Sold for $85,000
https://t.co/DYqTd3h2TP
#Binance #blockchain #CryptoPunks #Ethereum #Gaming #Launch #mining #NFTCommunity #NFTs"
2678,2022-01-18 16:34:01+00:00,"🚨 SOLD !🚨

Binary Muttonchops of the new minimalist binary Glyph Set was sniped by ""newca1""🔥

Thank you very much for your incredible continued support!!🙏🤘

https://t.co/kt9JVpZwvU

#nft #cryptopunks #glyphpunks https://t.co/NIkkrvtYgl"
2679,2022-01-18 16:24:00+00:00,"Eve Punk lives in the #Blockchain garden of Eden.

#NFT #nftart #nftcollectors #Cryptoart #NFTcollections #NFTCommunity #NFTs #cryptopunks

https://t.co/dDpgfltDtF"
2680,2022-01-18 16:21:22+00:00,"🎁 It's #NFTgiveaway time

💯 Win one of these #notcryptopunks/#larvaladssnail the only #cryptopunks on #BinanceSmartChain and #BinanceNFT 

👉 Follow @tyredpenguins and @greencobolt 🚶‍♀️
👉 Retweet 🐤
👉 Join our Discord -&gt; https://t.co/zFBfzU2jl0

🏆 3 #NFTs 3 winners https://t.co/CJkSH5IYPk"
2681,2022-01-18 16:18:00+00:00,"Aurora #MariachiPunk
 
She is the 6th member to arrive. She plays the harp. She loves Tequila and takes it straight. Her dog's name is Alfredo.
 
#NFT #NFTs #nftart #Cryptoart #digitalart #cryptopunks #opensea #OpenSeaNTF #NFTCommunity #nftcollectors
 
https://t.co/YeOs69sA96"
2682,2022-01-18 15:39:00+00:00,"Already historical!😯

#historicalnfts #cryptopunks #v1punks https://t.co/ny9wMapykn"
2683,2022-01-18 14:47:02+00:00,"No Clowning 🤡 w/ this bid!
How fast will this #CryptoPunks Hoodie sell? https://t.co/XBt6noHT3w"
2684,2022-01-18 13:47:37+00:00,"Found all these well known #NFTs on @Shutterstock while searching for some stuff. Are these all @BoredApeYC #Cryptopunks #PhantaBear @doodles @nyannyancat @ALPACADABRAZ &amp; many others stolen to make money with them on a stock site?!?

https://t.co/HH80ZdMy7k

#BAYC #MAYC #Doodles https://t.co/a0ZoGUcTXP"
2685,2022-01-18 13:24:00+00:00,"Adam Punk a digital painting inspired in the #cryptopunks aesthetic.

Every era has portrayed Adam &amp; Eve and so the #Blockchain era.

Adam is related to Earthly and Body affairs.

#NFT #NFTs #Cryptoart #digitalart #nftcollectors #NFTcollectibles

https://t.co/CDAO9sOPE8"
2686,2022-01-18 13:17:35+00:00,"#CryptoPunk #cryptopunks #Derivatives #NFT #NFTs 

1. Familiar Metafaces ➡️ https://t.co/DhPhs3d0cp
2. Nifty Beetles ➡️ https://t.co/7LnvO8lGD9 https://t.co/ifKwTEbf2v"
2687,2022-01-18 13:17:00+00:00,"Margarito #MariachiPunk
 
5th member to show to the #Blockchain gigs. Plays Vihuela and uses his sarape as a security blanket.
 
#MariachiPunks #NFT #NFTs #nftart #pixelart #digitalart #Cryptoart #cryptopunks #nftcollectors #NFTCommunity #NFTcollections
 
https://t.co/lUyV7zRapY"
2688,2022-01-18 13:16:39+00:00,This is what happens when Lego’s meet Cryptopunks! #NFT #opensea #cryptopunks #NFTCommmunity https://t.co/Kwwn25G4cR
2689,2022-01-18 13:08:55+00:00,"If you want to increase your chance of winning in the NFT space, follow the money. Make a list of the top NFT influencers and do a daily check on what they are buying and selling. #NFTs #BAYC #WorldOfWomen #CryptoSkulls #8SIAN #cryptopunks"
2690,2022-01-18 12:47:08+00:00,Check out my NFT listing on OpenSea! https://t.co/YcZBkSIDUX via @opensea #cryptoboy #donofun #cryptopunkrock #popeye #ethpunk #ethereumpunk #nfts #cryptopunks
2691,2022-01-18 12:25:50+00:00,"🖼️İşlem hacmine göre en büyük 🔟 #NFT koleksiyonunda son durum ne? (18 Ocak 2022)

İlk 5'te #BoredApeYachtClub, #WorldofWomen, #MutantApeYachtClub, #TheSandbox ve #CryptoPunks yer alıyor. 

Sizin favori #NFT koleksiyonunuz hangisi👀👇 https://t.co/U6G3LkCt5Q"
2692,2022-01-18 11:23:02+00:00,"I don't know what's going on. But someone needs to create a GM DAO ☀️☕️🙌

#MekaPunks #CryptoPunks #MekaVerse #MEKAGANG #NFT #NFTs #NFTcommunity #NFTcollector #pixelart #8bit #art #opensea"
2693,2022-01-18 11:11:58+00:00,"- Understand what CryptoPunks is
- Learn why they're making waves
- Find out how you can get yours
#NFT #NFTCommunity #nftcollector #cryptopunks #CryptoPunk @cryptopunksbot https://t.co/HxKFEYOegP"
2694,2022-01-18 10:37:00+00:00,"#ApeTeenNFT 07 
is now live on #opensea 
APE-TEEN is a collection of unique ""linocut"" hand drawn NFTs on the polygon blockchain.
#LinkInBio
Thanks for your support❤
#New #newnftproject #newnft #nft #nfts #nftart #nftartist #nftcommunity #crypto #cryptopunks #Bayc #Zayc #eth #btc https://t.co/n2OQu2PuBt"
2695,2022-01-18 10:36:16+00:00,"#ApeTeenNFT 06 
is now live on #opensea 
APE-TEEN is a collection of unique ""linocut"" hand drawn NFTs on the polygon blockchain.
#LinkInBio
Thanks for your support❤
#New #newnftproject #newnft #nft #nfts #nftart #nftartist #nftcommunity #crypto #cryptopunks #Bayc #Zayc #eth #btc https://t.co/VbBcO3D221"
2696,2022-01-18 10:24:00+00:00,"Eve Punk lives in the #Blockchain Garden of Eden with Adam.

#NFT #nftart #NFTartist #NFTCommunity #NFTcollection #digitalart #NFTs #Cryptoart #cryptopunks

https://t.co/dDpgfltDtF"
2697,2022-01-18 10:00:31+00:00,"📣 Todays Community Question on #FEG 🦍

How many of you own an NFT ?

#NFT #SNFT #CHIWAWA #FEGex #Metaverse #gamers #crypto #cryptopunks #BAYC #AXEL https://t.co/OoNzAM5h3t"
2698,2022-01-18 09:41:36+00:00,"Punk 4526 has a new bid of 200 ETH ($631,229.98 USD) placed by 0x54b174. https://t.co/RpNK6zXg85 #cryptopunks #ethereum https://t.co/QYzmwkhKF5"
2699,2022-01-18 09:35:30+00:00,"Gm/Gn #nftcollectors 👋

Sparkle Punk #0428/2500✨
just dropped on the #Ethereum #blockchain 🔥

Collect this 1/1 #NFT now
👉 https://t.co/J3ZA8rw9Pz

#nftcollectibles #nftart #cryptoartist #nft #nfts #nftartist #nftcommunity #cryptoart #eth #openseaNFT #bitcoin  #cryptopunks https://t.co/4gDrX054PT"
2700,2022-01-18 09:20:04+00:00,"📢🔥AUCTION IS ON FIRE🔥📢
ENS domain: weedpunk.eth
✅Starting price 1.37Ξ✅
⚠️ 1 day left ⚠️
👇👀💎
https://t.co/eubxuNVywp
#weed #cryptopunks $gas $sos
#ensdomains #ens $ens #nfts"
2701,2022-01-18 08:09:48+00:00,"Yet another TPunk has moved to new wallet address 🔥🔥

#Tpunks #Tpunkfam #TronPunks #Tron #CryptoPunks #NFT @Tpunks_official https://t.co/iJPAEXPwbv"
2702,2022-01-18 08:07:38+00:00,"Tpunk #1774 has been bought for 1.95K TRX ($134.19)

https://t.co/PCJv4RUt2p
#tpunks #cryptopunks #tronpunks #TRON #NFT https://t.co/roT4nKU77h"
2703,2022-01-18 07:54:32+00:00,"Tpunk #1502 has been bought for 1.9K TRX ($131.03)

https://t.co/CHgJBeGrdx
#tpunks #cryptopunks #tronpunks #TRON #NFT https://t.co/l7kiOFjpzX"
2704,2022-01-18 07:54:05+00:00,"🔥Deal of the Day🔥 

✅ Tpunk 1571 ranked #4412 is up for sale on the market for 6k #TRX !

Make a bid here ➡️ https://t.co/NJZFtQzdgp

 #Tpunks #Tpunkfam #TronPunks #Tron #CryptoPunks #NFT @Tpunks_official https://t.co/RicaeWkPhR"
